player_id,player_name,country,country_id,birth_date_utc,primary_position,club_id,club_name,height_cm,preferred_foot,transfer_value_eur
1258316,Sherzod Nasrulloev,Uzbekistan,8700,1998-07-23,left wing-back,102153,Nasaf Qarshi,181,left,511316
1259187,Abduvohid Nematov,Uzbekistan,8700,2001-03-20,keeper,102153,Nasaf Qarshi,182,right,835722
1294120,Abdulla Abdullaev,Uzbekistan,8700,1997-09-01,central midfielder,391664,Dibba Al Fujairah,181,right,
1362998,Abdukodir Khusanov,Uzbekistan,8700,2004-02-29,center back,8456,Manchester City,186,right,42319567
1421621,Ruslanbek Jiyanov,Uzbekistan,8700,2001-06-05,forward,102155,Navbahor Namangan,168,right,333151
1477513,Jakhongir Urozov,Uzbekistan,8700,2004-01-18,center back,,,190,left,653889
1477517,Sherzod Esanov,Uzbekistan,8700,2003-02-01,midfielder,102158,Buxoro,190,right,142187
1898281,Bekhruz Karimov,Uzbekistan,8700,2007-08-07,right wing-back,0,PFC Surkhon Termez,172,right,
251915,Igor Sergeev,Uzbekistan,8700,1993-04-30,forward,101610,Persepolis,185,left,663116
431169,Jamshid Iskandarov,Uzbekistan,8700,1993-10-16,midfielder,102145,Neftchi Fargona,168,left,511633
589585,Farrukh Sayfiev,Uzbekistan,8700,1991-01-17,right wing-back,102155,Navbahor Namangan,180,both,56997
619508,Dostonbek Khamdamov,Uzbekistan,8700,1996-07-24,midfielder,102141,Pakhtakor Tashkent,178,both,214689
619513,Eldor Shomurodov,Uzbekistan,8700,1995-06-29,attacking midfielder,1933,Başakşehir,190,right,4787843
619697,Odiljon Khamrobekov,Uzbekistan,8700,1996-02-13,central midfielder,176352,Tractor,180,right,616468
619700,Utkir Yusupov,Uzbekistan,8700,1991-01-04,keeper,139914,Foolad Khuzestan,185,right,100971
624405,Otabek Shukurov,Uzbekistan,8700,1996-06-22,defensive midfielder,182933,Baniyas,183,right,851980
629823,Aziz G'aniev,Uzbekistan,8700,1998-02-22,central midfielder,1112866,Al Bataeh,180,right,1258725
643624,Rustam Ashurmatov,Uzbekistan,8700,1996-07-07,center back,101614,Esteghlal,186,right,360296
643639,Botirali Ergashev,Uzbekistan,8700,1995-06-23,keeper,115128,AGMK,189,right,232824
922298,Umar Eshmuradov,Uzbekistan,8700,1992-11-30,center back,102153,Nasaf Qarshi,185,right,71636
929168,Akmal Mozgovoy,Uzbekistan,8700,1999-04-02,attacking midfielder,102141,Pakhtakor Tashkent,180,right,745541
933051,Azizbek Amonov,Uzbekistan,8700,1997-10-30,forward,102149,Dinamo Samarkand,183,left,110967
940778,Khoziakbar Alidzhanov,Uzbekistan,8700,1997-04-19,right wing-back,102141,Pakhtakor Tashkent,180,right,
